ID;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL;
nm0001402;Terry Jones;February 1 1942 ;Colwyn Bay, Wales, UK ;/name/nm0001402/?ref_=tt_ov_dr;
nm0788426;Tristram Shapeero;1966 ;Bath, Somerset, England, UK ;/name/nm0788426/?ref_=tt_ov_dr;
nm1996918;Dito Montiel;July 26 1965 ;New York City, New York, USA ;/name/nm1996918/?ref_=tt_ov_dr;
nm1242062;Arie Posin;;;/name/nm1242062/?ref_=tt_ov_dr;
nm0200005;Lee Daniels;December 24 1959 ;Philadelphia, Pennsylvania, USA ;/name/nm0200005/?ref_=tt_ov_dr;
nm0004306;George Miller;March 3 1945 ;Chinchilla, Queensland, Australia ;/name/nm0004306/?ref_=tt_ov_dr;
nm0248495;Gary Eck;;;/name/nm0248495/?ref_=tt_ov_dr;
nm1668276;David Peers;;;/name/nm1668276/?ref_=tt_ov_dr;
nm1897760;Jesse Atlas;;;/name/nm1897760/?ref_=tt_ov_dr;
nm4864836;Edward Drake;;;/name/nm4864836/?ref_=tt_ov_dr;
nm0751080;Chuck Russell;May 9 1958 ;Park Ridge, Illinois, USA ;/name/nm0751080/?ref_=tt_ov_dr;
nm1760759;Matt Eskandari;;;/name/nm1760759/?ref_=tt_ov_dr;
nm1230733;Mike Burns;;;/name/nm1230733/?ref_=tt_ov_dr;
nm0425364;Jesse V. Johnson;November 29 1971 ;Winchester, England, UK ;/name/nm0425364/?ref_=tt_ov_dr;
nm1714788;Jared Cohn;;;/name/nm1714788/?ref_=tt_ov_dr;
nm0973835;Josh Sternfeld;;;/name/nm0973835/?ref_=tt_ov_dr;
nm4097598;James Cullen Bressack;February 29 1992 ;Los Angeles, California, USA ;/name/nm4097598/?ref_=tt_ov_dr;
nm0054954;Mike Barker;November 29 1965 ;England, UK ;/name/nm0054954/?ref_=tt_ov_dr;
nm13655837;Nicholas Lovell;;;/name/nm13655837/?ref_=tt_ov_dr;
nm4025993;Scooter Braun;;;/name/nm4025993/?ref_=tt_ov_dr;
nm3636973;Alfredo Flores;June 16 1988 ;Boston, Massachusetts, USA ;/name/nm3636973/?ref_=tt_ov_dr;
nm4538446;Rory Kramer;June 1 1984 ;Indiana, USA ;/name/nm4538446/?ref_=tt_ov_dr;
nm0006554;Rodrigo García;August 24 1959 ;Bogotá, Colombia ;/name/nm0006554/?ref_=tt_ov_dr;
nm0524190;Jon Lucas;;;/name/nm0524190/?ref_=tt_ov_dr;
nm0601859;Scott Moore;;;/name/nm0601859/?ref_=tt_ov_dr;
nm0316139;Tom Gianas;;;/name/nm0316139/?ref_=tt_ov_dr;
nm0795842;Ross Shuman;;;/name/nm0795842/?ref_=tt_ov_dr;
nm1730221;Reid Carolin;January 10 1982 ;Lake Forest, Illinois, USA ;/name/nm1730221/?ref_=tt_ov_dr;
nm1475594;Channing Tatum;April 26 1980 ;Cullman, Alabama, USA ;/name/nm1475594/?ref_=tt_ov_dr;
nm0860483;Matt Thompson;;;/name/nm0860483/?ref_=tt_ov_dr;
nm0456732;Karey Kirkpatrick;December 14 1964 ;Monroe, Louisiana, USA ;/name/nm0456732/?ref_=tt_ov_dr;
nm1134222;Jason Reisig;August 24 1970 ;San Francisco, California, USA ;/name/nm1134222/?ref_=tt_ov_dr;
nm1029172;R.J. Durell;;;/name/nm1029172/?ref_=tt_ov_dr;
nm2985993;Nick Florez;;;/name/nm2985993/?ref_=tt_ov_dr;
nm0788234;John Patrick Shanley;October 3 1950 ;The Bronx, New York City, New York, USA ;/name/nm0788234/?ref_=tt_ov_dr;
nm1024677;John Krasinski;October 20 1979 ;Newton, Massachusetts, USA ;/name/nm1024677/?ref_=tt_ov_dr;
nm2149505;Jayson Thiessen;;;/name/nm2149505/?ref_=tt_ov_dr;
nm0051643;Tony Bancroft;July 31 1967 ;Los Angeles, California, USA ;/name/nm0051643/?ref_=tt_ov_dr;
nm1762349;Scott Christian Sava;December 4 1968 ;Yonkers, New York, USA ;/name/nm1762349/?ref_=tt_ov_dr;
nm1445824;Jaime Maestro;;;/name/nm1445824/?ref_=tt_ov_dr;
nm1031639;Cedric Nicolas-Troyan;March 9 1969 ;Talence, Gironde, France ;/name/nm1031639/?ref_=tt_ov_dr;
nm0487166;Yorgos Lanthimos;September 23 1973 ;Athens, Greece ;/name/nm0487166/?ref_=tt_ov_dr;
nm0318916;Craig Gillespie;September 1 1967 ;Sydney, New South Wales, Australia ;/name/nm0318916/?ref_=tt_ov_dr;
nm0310615;Romain Gavras;July 4 1981 ;Paris, France ;/name/nm0310615/?ref_=tt_ov_dr;
nm2953547;Brantley Gutierrez;;;/name/nm2953547/?ref_=tt_ov_dr;
nm2997903;Luke Weinstock;;;/name/nm2997903/?ref_=tt_ov_dr;
nm5968383;Justin Peck;September 8 1987 ;Washington, District of Columbia, USA ;/name/nm5968383/?ref_=tt_ov_dr;
nm0206760;Jonathan Dayton;July 7 1957 ;Alameda County, California, USA ;/name/nm0206760/?ref_=tt_ov_dr;
nm0267512;Valerie Faris;October 20 1958 ;Los Angeles County, California, USA ;/name/nm0267512/?ref_=tt_ov_dr;
nm1626716;John Trengove;March 21 1978 ;Johannesburg, South Africa ;/name/nm1626716/?ref_=tt_ov_dr;
nm6828035;Lyle Mitchell Corbine Jr.;;;/name/nm6828035/?ref_=tt_ov_dr;
nm2705923;Lorcan Finnegan;;;/name/nm2705923/?ref_=tt_ov_dr;
nm2720681;Riley Stearns;June 29 1986 ;Texas, USA ;/name/nm2720681/?ref_=tt_ov_dr;
nm1243740;Kim Nguyen;1974 ;Montréal, Québec, Canada ;/name/nm1243740/?ref_=tt_ov_dr;
nm4784847;James B. Jones;October 24 1987 ;Flint, Michigan, USA ;/name/nm4784847/?ref_=tt_ov_wr;
nm0000255;Ben Affleck;August 15 1972 ;Berkeley, California, USA ;/name/nm0000255/?ref_=tt_ov_dr;
nm0565336;Tom McCarthy;June 7 1966 ;New Providence, New Jersey, USA ;/name/nm0565336/?ref_=tt_ov_dr;
nm0003620;Kevin Smith;August 2 1970 ;Red Bank, New Jersey, USA ;/name/nm0003620/?ref_=tt_ov_dr;
nm0002077;Dexter Fletcher;January 31 1966 ;London, England, UK ;/name/nm0002077/?ref_=tt_ov_dr;
nm0533691;Angus MacLane;1975 ;;/name/nm0533691/?ref_=tt_ov_dr;
nm1356268;Gideon Raff;September 10 1972 ;Jerusalem, Israel ;/name/nm1356268/?ref_=tt_ov_dr;
nm1349818;Anna Boden;October 20 1979 ;Newton, Massachusetts, USA ;/name/nm1349818/?ref_=tt_ov_dr;
nm0281396;Ryan Fleck;September 20 1976 ;Berkeley, California, USA ;/name/nm0281396/?ref_=tt_ov_dr;
nm1989536;Marc Webb;August 31 1974 ;;/name/nm1989536/?ref_=tt_ov_dr;
nm0001490;Adrian Lyne;March 4 1941 ;Peterborough, Cambridgeshire, England, UK ;/name/nm0001490/?ref_=tt_ov_dr;
nm0640334;Gavin O'Connor;December 24 1963 ;Huntington, Long Island, New York, USA ;/name/nm0640334/?ref_=tt_ov_dr;
nm2011696;Dee Rees;February 7 1977 ;Nashville, Tennessee, USA ;/name/nm2011696/?ref_=tt_ov_dr;
nm1170855;J.C. Chandor;;;/name/nm1170855/?ref_=tt_ov_dr;
nm0764601;Miguel Sapochnik;July 1974 ;Hammersmith, London, England, UK ;/name/nm0764601/?ref_=tt_ov_dr;
nm0339030;Paul Greengrass;August 13 1955 ;Cheam, Surrey, England, UK ;/name/nm0339030/?ref_=tt_ov_dr;
nm0938471;Jason Woliner;June 1 1980 ;The Bronx, New York City, New York, USA ;/name/nm0938471/?ref_=tt_ov_dr;
nm0773689;Aaron Schneider;;;/name/nm0773689/?ref_=tt_ov_dr;
nm1716636;Marielle Heller;October 1 1979 ;Marin County, California, USA ;/name/nm1716636/?ref_=tt_ov_dr;
nm0454660;Don Roy King;October 9 1947 ;Pittsburgh, Pennsylvania, USA ;/name/nm0454660/?ref_=tt_ov_dr;
nm0192090;Rusty Cundieff;December 13 1960 ;Pittsburgh, Pennsylvania, USA ;/name/nm0192090/?ref_=tt_ov_dr;
nm0103785;Zach Braff;April 6 1975 ;South Orange, New Jersey, USA ;/name/nm0103785/?ref_=tt_ov_dr;
nm0537550;Michael Mailer;c. 1964 ;;/name/nm0537550/?ref_=tt_ov_dr;
nm2008031;Anna Gutto;;;/name/nm2008031/?ref_=tt_ov_dr;
nm0108132;Craig Brewer;December 6 1971 ;Virginia, USA ;/name/nm0108132/?ref_=tt_ov_dr;
nm0861610;Warwick Thornton;July 23 1970 ;Alice Springs, Northern Territory, Australia ;/name/nm0861610/?ref_=tt_ov_dr;
nm0276062;Todd Field;February 24 ;Pomona, California, USA ;/name/nm0276062/?ref_=tt_ov_dr;
nm0348993;Mark Gustafson;;;/name/nm0348993/?ref_=tt_ov_dr;
nm8766332;Barnaby Steel;;;/name/nm8766332/?ref_=tt_ov_dr;
nm0104193;Marco Brambilla;1960 ;Milan, Lombardy, Italy ;/name/nm0104193/?ref_=tt_ov_dr;
nm2213147;Juan de Dios Larraín;1978 ;Chile ;/name/nm2213147/?ref_=tt_ov_wr;
nm1883257;Pablo Larraín;August 19 1976 ;Santiago, Chile ;/name/nm1883257/?ref_=tt_ov_wr;
nm0585747;Lorenzo Mieli;1973 ;Rome, Lazio, Italy ;/name/nm0585747/?ref_=tt_ov_wr;
nm0001331;Todd Haynes;January 2 1961 ;Los Angeles, California, USA ;/name/nm0001331/?ref_=tt_ov_dr;
nm0000204;Natalie Portman;June 9 1981 ;Jerusalem, Israel ;/name/nm0000204/?ref_=tt_ov_st;
nm1279638;Noah Hawley;May 10 1967 ;New York City, New York, USA ;/name/nm1279638/?ref_=tt_ov_dr;
nm0230859;Xavier Dolan;March 20 1989 ;Montreal, Quebec, Canada ;/name/nm0230859/?ref_=tt_ov_dr;
nm1227232;Brady Corbet;August 17 1988 ;Scottsdale, Arizona, USA ;/name/nm1227232/?ref_=tt_ov_dr;
nm0307497;Alex Garland;May 26 1970 ;London, England, UK ;/name/nm0307497/?ref_=tt_ov_dr;
nm5049326;Emanuel Cossu;;;/name/nm5049326/?ref_=tt_ov_dr;
nm2326407;Anna Rose Holmer;;;/name/nm2326407/?ref_=tt_ov_dr;
nm5870715;Matthew López;;;/name/nm5870715/?ref_=tt_ov_dr;
nm1092087;Sam Hargrave;;;/name/nm1092087/?ref_=tt_ov_dr;
nm1257352;Julia Hart;;;/name/nm1257352/?ref_=tt_ov_dr;
nm1950060;James Oakley;;;/name/nm1950060/?ref_=tt_ov_dr;
nm0920274;John Wells;May 28 1956 ;Alexandria, Virginia, USA ;/name/nm0920274/?ref_=tt_ov_dr;
nm0697656;Gina Prince-Bythewood;June 10 ;USA ;/name/nm0697656/?ref_=tt_ov_dr;
nm0862911;Greg Tiernan;June 19 1965 ;Ireland ;/name/nm0862911/?ref_=tt_ov_dr;
nm0970447;Conrad Vernon;July 11 1968 ;Lubbock, Texas, USA ;/name/nm0970447/?ref_=tt_ov_dr;
nm1349522;Jonathan Levine;;;/name/nm1349522/?ref_=tt_ov_dr;
nm0003482;Nash Edgerton;January 19 1973 ;Australia ;/name/nm0003482/?ref_=tt_ov_dr;
nm0251986;Jesse Eisenberg;October 5 1983 ;New York City, New York, USA ;/name/nm0251986/?ref_=tt_ov_dr;
nm0154716;Stephen Chbosky;January 25 1970 ;Pittsburgh, Pennsylvania, USA ;/name/nm0154716/?ref_=tt_ov_dr;
nm4136807;Elaine Bogan;;;/name/nm4136807/?ref_=tt_ov_dr;
nm0868871;Ennio Torresan;October 15 1963 ;USA ;/name/nm0868871/?ref_=tt_ov_dr;
nm0942504;Joe Wright;August 25 1972 ;London, England, UK ;/name/nm0942504/?ref_=tt_ov_dr;
nm3817568;Jake Wilson;November 14 1984 ;Pittsburgh, Pennsylvania, USA ;/name/nm3817568/?ref_=tt_ov_dr;
nm0853380;Julie Taymor;December 15 1952 ;Newton, Massachusetts, USA ;/name/nm0853380/?ref_=tt_ov_dr;
nm0345174;Luca Guadagnino;August 10 1971 ;Palermo, Sicily, Italy ;/name/nm0345174/?ref_=tt_ov_dr;
nm0294505;Bart Freundlich;January 17 1970 ;New York City, New York, USA ;/name/nm0294505/?ref_=tt_ov_dr;
nm0133326;Sebastián Lelio;March 8 1974 ;Santiago, Chile ;/name/nm0133326/?ref_=tt_ov_dr;
nm1950086;Greta Gerwig;August 4 1983 ;Sacramento, California, USA ;/name/nm1950086/?ref_=tt_ov_dr;
nm4014166;Cathy Yan;;;/name/nm4014166/?ref_=tt_ov_dr;
nm3098802;Miles Joris-Peyrafitte;September 2 1992 ;Albany, New York, USA ;/name/nm3098802/?ref_=tt_ov_dr;
nm6066050;Josie Rourke;;;/name/nm6066050/?ref_=tt_ov_dr;
nm1553775;Crispian Mills;January 18 1973 ;London, England, UK ;/name/nm1553775/?ref_=tt_ov_dr;
nm2389363;Vaughn Stein;;;/name/nm2389363/?ref_=tt_ov_dr;
nm3122113;Zachary Wigon;October 8 1986 ;Bronxville, New York, USA ;/name/nm3122113/?ref_=tt_ov_dr;
nm0219136;Claire Denis;April 21 1946 ;Paris, France ;/name/nm0219136/?ref_=tt_ov_dr;
nm8680614;Luke Turner;;;/name/nm8680614/?ref_=tt_ov_dr;
nm1312575;Olivia Wilde;March 10 1984 ;New York City, New York, USA ;/name/nm1312575/?ref_=tt_ov_dr;
nm0463620;Hideo Kojima;August 24 1963 ;Tokyo, Japan ;/name/nm0463620/?ref_=tt_ov_dr;
nm4970700;Benedict Andrews;;;/name/nm4970700/?ref_=tt_ov_dr;
nm1424282;Rowan Athale;;;/name/nm1424282/?ref_=tt_ov_dr;
nm3636870;Rhys Ernst;;;/name/nm3636870/?ref_=tt_ov_dr;
nm4462129;Rashid Johnson;;;/name/nm4462129/?ref_=tt_ov_dr;
nm4023702;Steven Caple Jr.;;;/name/nm4023702/?ref_=tt_ov_dr;
nm1556070;Brad Ableson;September 2 1975 ;Los Angeles County, California, USA ;/name/nm1556070/?ref_=tt_ov_dr;
nm2308774;Destin Daniel Cretton;November 23 1978 ;Maui, Hawaii, USA ;/name/nm2308774/?ref_=tt_ov_dr;
nm4142927;Navot Papushado;March 4 1980 ;Israel ;/name/nm4142927/?ref_=tt_ov_dr;
nm0138620;Joe Carnahan;May 9 1969 ;Sacramento, California, USA ;/name/nm0138620/?ref_=tt_ov_dr;
nm0911334;Matthew Warchus;October 24 1966 ;Rochester, Kent, England, UK ;/name/nm0911334/?ref_=tt_ov_dr;
nm4598514;Sam Fender;;;/name/nm4598514/?ref_=tt_ov_dr;
nm0785227;Andy Serkis;April 20 1964 ;Ruislip, London, England, UK ;/name/nm0785227/?ref_=tt_ov_dr;
nm0053028;Philip Barantini;July 13 1980 ;Liverpool, England, UK ;/name/nm0053028/?ref_=tt_ov_dr;
nm7564700;Margo Roe;;;/name/nm7564700/?ref_=tt_ov_dr;
nm0716257;Matt Reeves;April 27 1966 ;Rockville Center, New York, USA ;/name/nm0716257/?ref_=tt_ov_dr;
nm1290515;Antonio Campos;August 24 1983 ;New York City, New York, USA ;/name/nm1290515/?ref_=tt_ov_dr;
nm5777850;Jonathan Alric;;;/name/nm5777850/?ref_=tt_ov_dr;
nm3211470;Robert Eggers;July 7 1983 ;Lee, New Hampshire, USA ;/name/nm3211470/?ref_=tt_ov_dr;
nm0954655;David Zellner;1974 ;Greeley, Colorado, USA ;/name/nm0954655/?ref_=tt_ov_dr;
nm0954658;Nathan Zellner;August 2 1975 ;Greeley, Colorado, USA ;/name/nm0954658/?ref_=tt_ov_dr;
nm1509478;Benny Safdie;February 24 1986 ;New York City, New York, USA ;/name/nm1509478/?ref_=tt_ov_dr;
nm1343394;Josh Safdie;April 3 1984 ;New York City, New York, USA ;/name/nm1343394/?ref_=tt_ov_dr;
nm1871577;Vikram Gandhi;;;/name/nm1871577/?ref_=tt_ov_dr;
nm1732981;Martin McDonagh;March 26 1970 ;Camberwell, London, England, UK ;/name/nm1732981/?ref_=tt_ov_dr;
nm3226379;Kogonada;;;/name/nm3226379/?ref_=tt_ov_dr;
nm2185596;Fernando Maldonado;;;/name/nm2185596/?ref_=tt_ov_dr;
nm5265222;Jorge Tereso;;;/name/nm5265222/?ref_=tt_ov_dr;
nm2588606;Steve McQueen;October 9 1969 ;London, England, UK ;/name/nm2588606/?ref_=tt_ov_dr;
nm0001068;Sofia Coppola;May 14 1971 ;New York City, New York, USA ;/name/nm0001068/?ref_=tt_ov_dr;
nm0204628;Garth Davis;December 2 1973 ;Brisbane, Queensland, Australia ;/name/nm0204628/?ref_=tt_ov_dr;
nm0354091;Andrew Haigh;March 7 ;Harrogate, North Yorkshire, England, UK ;/name/nm0354091/?ref_=tt_ov_dr;
nm1018521;Benjamin Millepied;June 15 1977 ;Bordeaux, Gironde, France ;/name/nm1018521/?ref_=tt_ov_dr;
nm3834799;Charlotte Wells;June 13 1987 ;Edinburgh, Scotland, UK ;/name/nm3834799/?ref_=tt_ov_dr;
nm5516767;Saela Davis;;;/name/nm5516767/?ref_=tt_ov_dr;
nm0350454;Maggie Gyllenhaal;November 16 1977 ;New York City, New York, USA ;/name/nm0350454/?ref_=tt_ov_dr;
nm3564817;Phoebe Waller-Bridge;July 14 1985 ;London, England, UK ;/name/nm3564817/?ref_=tt_ov_dr;
nm8534613;Christopher Barrett;;;/name/nm8534613/?ref_=tt_ov_dr;
nm8534614;Luke Taylor;;;/name/nm8534614/?ref_=tt_ov_dr;
nm7395735;Tobias Beer;November 2 1976 ;Cambridge, Cambridgeshire, England, UK ;/name/nm7395735/?ref_=tt_ov_wr;
nm2313382;Lisa McGee;August 17 1980 ;Londonderry, Northern Ireland, UK ;/name/nm2313382/?ref_=tt_ov_wr;
nm10123528;Robert Higgins;;;/name/nm10123528/?ref_=tt_ov_dr;
nm10123533;Patrick McGivney;;;/name/nm10123533/?ref_=tt_ov_dr;
nm1049433;Lenny Abrahamson;November 30 1966 ;Rathfarnham, Dublin, Ireland ;/name/nm1049433/?ref_=tt_ov_dr;
nm2197025;Deniz Gamze Ergüven;June 4 1978 ;Ankara, Turkey ;/name/nm2197025/?ref_=tt_ov_dr;
nm0006487;Jim Sheridan;February 6 1949 ;Dublin, Ireland ;/name/nm0006487/?ref_=tt_ov_dr;
